gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used
400000,71000000000 ,2909289,176363
400000,65000000000 ,12387786,176387
400000,61000000000 ,10990487,175031
400000,67650000000 ,8324866,176579
400000,66000000000 ,7626133,176795
400000,70000000000 ,6803873,237186
400000,84000000000 ,571248,175079
400000,63000000000 ,6521617,176363
400000,86000000000 ,6780768,176375
400000,83000000000 ,3112317,173638
400000,82000000000 ,2426267,176207
400000,74000000000 ,5133549,176567
400000,80000000000 ,2637811,175319
400000,81000000000 ,4950877,176399
400000,75840000000 ,3878509,175127
400000,91000000000 ,3069458,176207
400000,90000000000 ,3501760,176891
400000,86000000000 ,6396582,36471
400000,85470000000 ,3897578,238915
400000,82000000000 ,4781302,173518
400000,82000000000 ,7603289,175463
400000,78750000000 ,8679778,176375
400000,84000000000 ,3561730,173494
400000,98000000000 ,1324625,35891
400000,84000000000 ,5123529,171861
400000,80000000000 ,5111011,176891
400000,79000000000 ,3913353,36023
400000,77000000000 ,6063863,176567
400000,75140000000 ,3111941,176603
400000,74000000000 ,2310698,176375
400000,74000000000 ,11313070,176855
400000,71000000000 ,4973746,176999
400000,77000000000 ,2839782,239011
400000,82000000000 ,3899187,33043
400000,90000000000 ,3618073,152864
400000,84000000000 ,4855539,174863
400000,105000000000 ,1038633,175191
400000,100000000000 ,6414131,176775
400000,103880000000 ,1286930,35963
400000,103230000000 ,10255719,176367
400000,105130446428 ,7633346,36147
400000,105000000000 ,7746527,173522
400000,102960000000 ,11018275,172225
400000,110000000000 ,2967129,175779
400000,115000000000 ,3436746,176823
400000,122100000000 ,3023109,176835
400000,107100000000 ,8332694,176511
400000,116000000000 ,7661840,176583
400000,107000000000 ,4154487,176895
400000,109200000000 ,3791275,173618
400000,101000000000 ,6664043,239051
400000,106000000000 ,1328003,176367
400000,106000000000 ,6089608,176547
400000,106000000000 ,1111537,33043
400000,94000000000 ,11934577,152888
400000,84000000000 ,14422328,173530
400000,73000000000 ,4197464,36111
400000,70000000000 ,7449612,176447
400000,80000000000 ,7594595,176603
400000,77000000000 ,7077725,176471
400000,79000000000 ,2408699,176411
400000,200000000000 ,2254097,36315
400000,200000000000 ,1660029,176571
400000,250000000000 ,980619,175035
400000,258000000000 ,1191160,176787
400000,290000000000 ,4656306,170352
400000,300000000000 ,3723180,176811
400000,51200000000 ,5488797,152864
400000,51000000000 ,1774263,239035
