gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used
500000,68750000000,5000899,176819
500000,66000000000,13544964,35433
500000,61600000000,2676818,149827
500000,68000000000,4221366,176591
500000,66000000000,9119477,176531
500000,64000000000,1569776,176567
500000,59000000000,9053819,176231
500000,52000000000,10690746,36099
500000,53000000000,5935231,175032
500000,50000000000,4425365,36459
500000,48000000000,10912167,176423
500000,49000000000,12762524,175355
500000,46000000000,2914082,239011
500000,54000001459,14088069,36615
500000,57000000000,2935313,36651
500000,51250000000,2825352,175139
500000,48000000000,6834666,176423
500000,52000000000,2053378,35515
500000,50000000000,5625442,36147
500000,49000000000,1295944,173398
500000,50000000000,2952118,238711
500000,46000460345,8422825,176603
500000,42000000000,10570533,36171
500000,41000000000,2212985,176543
500000,38500000000,2132126,176591
500000,33000000000,10834107,176435
500000,37000000001,1175733,176939
500000,38000000000,5392632,176375
500000,47000000000,2715927,169100
500000,50000000000,7852905,176615
500000,49000000000,12121891,36159
500000,45577572672,13793779,176903
500000,48614307770,3010904,171765
500000,49000000000,4804931,176219
500000,49000000000,9190486,35795
500000,48000000000,8016323,176615
500000,50000000000,14536613,36087
500000,56000000000,12484701,176891
500000,53900000000,10930887,173566
500000,54000000000,5713404,176399
500000,54000000000,8620594,36157
500000,50000000000,12759886,176399
500000,59000000000,1908584,176831
500000,58000000000,13758900,174803
500000,57200000000,9218542,176387
500000,57500001823,10470545,176867
500000,61000000000,6935256,176435
500000,61000000000,2710207,176567
500000,61000000000,12137827,173710
500000,58750000000,9495036,176591
500000,57000000000,9218552,176375
500000,55000000000,11591522,176591
500000,57922585706,6805930,176891
500000,58000000000,5740627,174695
500000,58275000000,7865155,176711
500000,56100100001,1371265,176399
500000,54000000000,4289054,176411
500000,66500000000,8914220,36339
500000,68000000000,5133839,176903
500000,74000000000,390171,176639
500000,69000000000,9095330,176399
500000,68820000000,5350812,176615
500000,68000000000,4005477,176579
500000,62920000000,9263473,176543
500000,64000000000,2888239,175319
500000,62000000000,5780599,176219
500000,72000000000,797405,170686
500000,68000000000,7720509,174863
500000,70000000000,10298157,176375
500000,69000000000,8899924,176627
500000,76000000000,1247994,170252
500000,74000000000,2835627,176375
500000,75900000000,3341366,176435
500000,91000000000,2088050,173518
500000,106000000000,9969907,176415
500000,110000000000,7851925,151332
500000,100000000000,10239738,176583
500000,100000000000,3677255,173883
500000,103000001459,5123019,176403
500000,95000000000,5044787,176771
500000,94300000000,6691583,174899
500000,94000000000,6640327,36171
500000,94000000000,6056588,237534
500000,93000000000,10564655,176399
500000,92400000000,7252318,175115
500000,93170000000,12250644,172415
500000,96000000000,2011287,169233
500000,96000000000,9457445,237546
500000,96000000000,1426931,174851
500000,90000000000,13731139,174911
500000,90000000000,14312633,43969
500000,90000000000,13484092,36193
500000,90208310010,14349054,36421
500000,81000000000,11258719,176351
500000,77000000000,3854119,35929
500000,71500000000,11915460,35955
500000,71500000000,11843550,176399
500000,71500000000,11341856,35828
500000,78000000000,8728028,176723
500000,74000000000,14495488,152768
500000,60500000000,6085358,36327
500000,74550000000,9070984,176399
500000,88000000000,7006758,176183
500000,92400000000,3899975,176411
500000,108000000000,2925375,172299
500000,116000000000,2724740,176163
500000,113300000000,9801075,176415
500000,112000000000,4445393,35977
500000,107272000000,10637728,176415
500000,119000000000,10345801,36315
500000,118000000000,4311772,176403
500000,112000000000,2619071,176871
500000,109841245349,10936414,170690
500000,110000000000,13631529,176355
500000,92000000000,12213186,36651
500000,95000000000,8478636,238723
500000,99000000000,10639755,177131
500000,96500000000,4331902,172041
500000,95000000000,5406673,177119
500000,94000000000,5389758,176819
500000,90000000000,7868478,176399
500000,80000000000,5207624,36483
500000,80000000011,7129408,36171
500000,86900000000,7042525,176615
500000,86000000000,6348364,173722
500000,86000000000,8982723,176543
500000,88000000000,4204893,174887
500000,86000000000,6936974,175031
500000,79000000000,2825398,176819
500000,77000000000,4940770,176387
500000,84500000000,14119199,176867
500000,71000000000,12130342,36111
500000,72000000000,7793664,176579
500000,70000000000,12397924,35759
500000,63000000000,3394122,176339
500000,61000000000,11479340,175343
500000,54000000000,7920954,176855
500000,54000000000,6429521,238723
500000,52500000000,8169812,36049
500000,52000000000,8133763,36135
500000,52000000000,2164598,176399
500000,48100000000,11807173,177023
500000,46000001459,8197649,176591
500000,54000000000,11634781,176843
500000,50000000000,7681938,176387
500000,50000000000,12795646,174827
500000,58000000000,7105084,174875
500000,52000001897,12474722,176867
500000,51000000000,2456898,176411
500000,51000000000,3511193,36303
500000,50830000000,12736940,176423
500000,45100000233,8261967,176363
500000,47300000233,7417514,176759
500000,51000000000,13415739,176423
500000,58000000000,2630398,176939
500000,53000000000,10042894,36507
500000,46000001459,8836534,238675
500000,45000000000,8597859,36159
500000,46000000000,3748638,36147
500000,50000000000,6254124,176363
500000,47150000000,4205162,174899
500000,48200000000,9860172,36147
500000,48000000000,5382219,35927
500000,48000000000,6202977,173902
500000,48300000000,3263127,237174
500000,42000000000,11405774,175355
500000,46000000000,13856678,176891
500000,48000000000,6017736,175103
500000,46000000000,6597419,176567
500000,48000000000,4412245,175259
500000,54000000000,5410630,176927
500000,49000000000,12713377,36315
500000,43000000000,13354690,36315
500000,50400000000,4837849,176411
500000,50000000000,13069413,36159
500000,67000000000,8174175,176195
500000,67600000000,9951802,36159
500000,66000000000,9629729,176387
500000,61000000000,3563374,175571
500000,70733437500,1211832,176399
500000,85000000000,10720380,36531
500000,86000000000,10895303,174923
500000,85000000000,6308668,176843
500000,86000000000,3340070,176915
500000,85000000000,1818977,175223
500000,84000000000,12541830,176207
500000,85000000000,3822543,173638
500000,77280000000,10383300,175079
500000,76000000000,13338964,175115
500000,79000000000,9937204,175079
500000,90000000085,7868000,176603
500000,86250000000,4754603,36603
500000,86100000000,6111013,176555
500000,84000000000,5838398,176567
500000,76800000000,1279718,176387
500000,80000000000,8707933,175103
500000,76000000000,5298118,173638
500000,75000000000,2446056,173566
500000,70000000000,8308850,176807
500000,72000000000,7870964,176195
500000,77000000000,5756395,171945
500000,78000000000,1798354,176999
